location,transit_id,school_id
2600 block n 12th st,NA,NA
6800 block limekiln pk,NA,NA
4800 block rising sun ave,NA,NA
7000 block frankford ave,NA,NA
3700 block n bouvier st,NA,NA
2600 block n 11th st,NA,HOPE PARTNERSHIP FOR EDUCATION
1300 block e rittenhouse st,NA,NA
5800 block musgrave st,NA,NA
7400 block ogontz ave,NA,NA
5000 block oxford ave,NA,FRANKFORD HIGH SCHOOL
4000 block chestnut st,NA,NA
2300 block n gratz st,NA,NA
7000 block souder st,NA,NA
5600 block appletree st,NA,NA
2400 block n 28th st,NA,NA
1500 block n robinson st,NA,NA
5100 block wayne ave,NA,NA
1500 block adams ave,NA,NA
1100 block porter st,NA,NA
5700 block willows av,NA,"LONGSTRETH, WILLIAM C. SCHOOL"
5000 block city ave,NA,NA
200 block s 12th st,NA,NA
300 block n55th st,NA,NA
4800 block bingham st,NA,NA
1900 block grays ln,NA,NA
300 block w ruscomb st,NA,NA
2000 block cecil b moore ave,NA,NA
2000 block w cecil b moore ave,NA,NA
1600 block church st,NA,NA
2800 block n taylor st,NA,NA
2400 block n 13th st,NA,NA
4200 block e wingohocking st,NA,NA
100 block w queen ln,NA,NA
5400 block ella st,NA,NA
200 block w champlost ave,NA,NA
6800 block hegerman st,NA,NA
2700 block ridge ave,NA,NA
1900 block w venago st,NA,NA
4100 block paul st,NA,NA
3000 block tyson ave,NA,NA
5700 block florence ave,NA,NA
2000 block laveer st,NA,NA
2100 block s christopher columbus blvd,NA,NA
100 block e fisher ave,NA,OLNEY ELEMENTARY SCHOOL
1300 block wcambria st,NA,NA
4200 block n fairhill st,NA,"MC CLURE, ALEXANDER K. SCHOOL"
5700 block market st,NA,NA
6000 block rising sun ave,NA,NA
6900 block elmwood ave,NA,NA
4600 block n 16th st,NA,NA
1500 block cumberland st,NA,NA
100 block s broad st,NA,NA
300 block w erie ave,NA,NA
3300 block rorer st,NA,NA
3500 block chew ave,NA,NA
2100 block s 61st st,NA,NA
3700 block aspen st,NA,NA
1100 block w hunting park ave,NA,NA
5900 block charles st,NA,NA
5200 block pine st,NA,G.L.A. CHARTER @ HUEY
3300 block wallegheny ave,NA,NA
6400 block woodland ave,NA,NA
3800 block lancaster ave,NA,NA
1300 block n 52nd st,NA,NA
400 block w luray st,NA,NA
1500 block n frazier st,NA,NA
6500 block e wister st,NA,NA
400 block w cambria st,NA,ONE BRIGHT RAY-FAIRHILL CAMPUS
5900 block castor ave,NA,NA
5400 block n broad st,NA,NA
2500 block island ave,NA,NA
200 block horton st,NA,NA
200 block n horton st,NA,NA
1900 block market st,NA,NA
3500 block i street,NA,NA
3500 block i st,NA,NA
1700 block cecil b moore av,NA,ALLIANCE FOR PROGRESS CHARTER
2400 block s 63rd st,NA,NA
6900 block lindbergh blvd,NA,NA
3900 block n 13th st,NA,NA
3900 block ndarien st,NA,NA
4000 block s 26th st,NA,NA
4100 block greeby st,NA,NA
4200 block paul st,NA,NA
400 block w ashdale st,NA,NA
4400 block longshore ave,NA,NA
4600 block kendrick st,NA,NA
1000 block n66th st,NA,NA
1100 block e upsal st,NA,NA
1100 block e stafford st,NA,NA
1200 block s 5th st,NA,NA
1200 block w venago st,NA,NA
1200 block e chelten ave,NA,NA
4200 block l street,NA,NA
2000 block s croskey st,NA,NA
0 block jackson st,NA,NA
1000 block arch st,NA,NA
5500 block ardleigh st,NA,NA
800 block n 40th st,NA,NA
1300 block s melville st,NA,NA
6600 block lotus rd,NA,NA
3000 block rosehill st,NA,NA
3900 block germantown ave,NA,NA
1500 block s etting st,NA,NA
5700 block chestnut st,NA,NA
5600 block upland way,NA,NA
1300 block n frazier st,NA,NA
2500 block n gratz st,NA,NA
1400 block n corlies st,NA,NA
4200 block n 17th st,NA,NA
2100 block granite st,NA,NA
3700 block n sydenham st,NA,NA
300 block w chelten ave,NA,NA
1700 block s ringgold st,NA,NA
100 block s 55th st,NA,NA
5300 block w stiles st,NA,NA
2200 block s 66th st,NA,NA
1600 block conklin st,NA,NA
100 block e cumberland st,NA,NA
1900 block s 20th st,NA,NA
1900 block 74th av,NA,NA
1900 block n 54th st,NA,MASTERY CHARTER @ MANN
4600 block hedge st,NA,NA
1400 block s 23rd st,NA,NA
5600 block heiskell st,NA,NA
3000 block n 3rd st,NA,NA
1100 block wlehigh st,NA,NA
2300 block n 25th st,NA,NA
100 block n 61st st,NA,NA
1200 block s 57th st,NA,NA
1200 block s 29th st,NA,NA
1000 block s 18th st,NA,NA
1000 block pratt st,NA,NA
1300 block porter st,NA,NA
100 block w rockland st,NA,NA
1300 block steinber st,NA,NA
1100 block w silver st,NA,NA
1100 block mifflin st,NA,NA
1100 block shackamaxon st,NA,NA
1100 block luzerne st,NA,NA
1400 block wellington st,NA,NA
1400 block fitzwater st,NA,NA
1100 block alcott st,NA,NA
100 block w champlost ave,NA,NA
1400 block w letterly st,NA,NA
1200 block haworth st,NA,NA
3000 block of n water st,NA,NA
100 block meehan ave,NA,NA
2300 block n 3rd st,NA,"WELSH, JOHN SCHOOL"
600 block sanger st,NA,NA
1100 block levick st,NA,NA
5900 block malta st,NA,NA
600 block benner st,NA,NA
1500 block s 4th st,NA,NA
1800 block s 4th st,NA,NA
2000 block s 9th st,NA,NA
100 block s 10th st,NA,NA
1300 block race st,NA,NA
2700 block comly st,NA,NA
1400 block walnut st,NA,NA
7500 block buist ave,NA,NA
1200 block s 58th st,NA,NA
1900 block s ithan st,NA,NA
8400 block gibbs pl,NA,NA
1200 block herbert st,NA,NA
5900 block n 21st st,NA,NA
300 block e gale st,NA,NA
5600 block springfield ave,NA,NA
7300 block n 19th st,NA,NA
8900 block ridge ave,NA,NA
6200 block morton st,NA,NA
4700 block james st,NA,NA
4300 block parrish st,NA,NA
2400 block e allegheny ave,NA,NA
1700 block s avondale st,NA,NA
800 block w huntingdon st,NA,NA
3800 block n lawrence st,NA,NA
2300 block wlehigh ave,NA,ST MARTIN DE PORRES SCHOOL
3100 block n 10th st,NA,NA
2600 block n hollywood st,NA,NA
700 block s alden st,NA,NA
2100 block reed st,NA,NA
3000 block n 23rd st,NA,NA
2600 block n 22nd st,NA,NA
2900 block castor ave,NA,NA
2600 block s warnock st,NA,NA
5400 block rutland st,NA,NA
7300 block melrose st,NA,NA
1000 block e cayuga st,NA,NA
100 block n 53rd st,NA,NA
100 block n ruby st,NA,NA
2200 block fernon st,NA,NA
2200 block watkins st,NA,NA
200 block e tioga st,NA,NA
2000 block e cornwall st,NA,NA
2000 block s mildred st,NA,NA
2300 block w harold st,NA,ST MARTIN DE PORRES SCHOOL
2000 block n howard st,NA,NA
2100 block w susquehanna ave,NA,NA
200 block e clearfield st,NA,NA
2400 block tulip st,NA,NA
200 block e queen ln,NA,NA
2400 block s sheridan st,NA,NA
2100 block s opal st,NA,NA
200 block christian st,NA,NA
2500 block s alden st,NA,NA
2400 block s 62nd st,NA,NA
5600 block warrington ave,NA,NA
2500 block s 66th st,NA,NA
3200 block s 61st st,NA,NA
8500 block harley pl,NA,NA
7900 block temple rd,NA,NA
500 block brinton st,NA,NA
8000 block rodney st,NA,NA
7900 block ogontz ave,NA,NA
500 block e penn st,NA,NA
3200 block knorr st,NA,NA
3200 block ryan ave,NA,NA
6000 block ditman st,NA,NA
4200 block romain st,NA,NA
5000 block homestead st,NA,NA
5200 block oxford ave,NA,NA
4600 block tacony st,NA,NA
200 block e wishart st,NA,NA
5200 block westford rd,NA,NA
500 block tree st,NA,NA
2600 block s 78th st,NA,NA
1500 block n 6th st,NA,NA
5700 block oxford ave,NA,NA
1300 block s 46th st,NA,NA
800 block granite st,NA,NA
1500 block n 10th st,NA,NA
100 block w wishart st,NA,NA
3300 block n 13th st,NA,NA
2400 block 76th ave,NA,NA
2900 block nmascher st,NA,NA
2600 block s carroll st,NA,NA
1100 block w oxford st,NA,NA
1100 block e cayuga st,NA,NA
100 block e allen st,NA,NA
100 block pensdale st,NA,NA
1200 block faunce st,NA,NA
1200 block w cambria st,NA,NA
1200 block s 28th st,NA,NA
1200 block sdover st,NA,NA
1200 block s 32nd st,NA,NA
100 block linton st,NA,NA
1300 block n 58th st,NA,NA
1300 block parrish st,NA,NA
1300 block n wanamaker st,NA,NA
100 block wchelten st,NA,NA
1400 block ellsworth st,NA,NA
1400 block n4th st,NA,NA
2500 block n chadwick st,NA,NA
2100 block carver st,NA,NA
2500 block s 67th st,NA,NA
2500 block n 26th st,NA,NA
200 block comly st,NA,NA
2200 block n howard st,NA,NA
2500 block n 24th st,NA,NA
2500 block s dewey st,NA,NA
2200 block e tioga st,NA,NA
2200 block n colorado st,NA,NA
2200 block n woodstock st,NA,NA
2600 block elbridge st,NA,NA
2600 block w hagert st,NA,NA
2600 block holbrook st,NA,NA
3500 block oakmont st,NA,NA
6800 block marsden st,NA,NA
1900 block haworth st,NA,NA
7200 block jackson st,NA,NA
100 block farson st,NA,NA
4200 block viola st,NA,NA
4200 block w stiles st,NA,NA
400 block n 50th st,NA,NA
700 block n 47th st,NA,NA
1400 block sringold st,NA,NA
1600 block s 29th st,NA,NA
2700 block wharton st,NA,NA
1400 block ritner st,NA,NA
2100 block w indiana ave,NA,NA
2000 block gorman st,NA,NA
0 block e ashmead st,NA,NA
5300 block hazelhurst st,NA,NA
6000 block colgate st,NA,NA
2200 block n front st,Market-Frankford Line - York-Dauphin,NA
5700 block hadfield st,NA,NA
1600 block s 18th st,NA,ST THOMAS AQUINAS SCHOOL
1200 block s 30th st,NA,NA
3000 block n howard st,NA,NA
6700 block marsden st,NA,NA
2800 block ormes st,NA,NA
1400 block n 61st st,NA,NA
1400 block rosalie st,NA,NA
1500 block s capitol st,NA,NA
1500 block w westmoreland st,NA,NA
1500 block s allison st,NA,MITCHELL ELEMENTARY SCHOOL
1500 block n redfield st,NA,NA
1600 block saint paul st,NA,NA
1600 block s19th st,NA,NA
1600 block e luzerne st,NA,NA
1600 block s 2nd st,NA,NA
1600 block s conestoga st,NA,NA
1700 block w juniata st,NA,NA
1700 block chestnut st,NA,NA
1700 block federal st,NA,NA
1700 block aberdeen st,NA,NA
1700 block w rockland st,NA,NA
1700 block brill st,NA,NA
1500 block n marshall st,NA,NA
1500 block s dover st,NA,NA
1200 block w westmoreland st,NA,NA
1500 block s 28th st,NA,NA
1200 block n 56th st,NA,NA
1500 block n alden st,NA,NA
1500 block mohican st,NA,NA
1500 block e hunting park ave,NA,NA
1300 block s 48th st,NA,NA
1300 block w wishart st,NA,NA
1600 block n 20th st,NA,NA
1600 block worrell st,NA,NA
1300 block s 58th st,NA,NA
1600 block swain st,NA,NA
1600 block nmarshall st,NA,NA
1600 block n marshall st,NA,NA
1600 block meadow st,NA,NA
1400 block s 47th st,NA,NA
1400 block higbee st,NA,NA
1400 block blavis st,NA,NA
1400 block n 56th st,NA,NA
200 block s 55th st,NA,NA
3000 block market st,NA,NA
0 block s 56th st,Market-Frankford Line - 56th,NA
5800 block pine st,NA,NA
0 block n millick st,NA,NA
0 block n yewdall st,NA,NA
5100 block w stiles st,NA,NA
200 block n 62nd st,NA,NA
1700 block n 53rd st,NA,NA
2600 block wcumberland st,NA,NA
2600 block w cumberland st,NA,NA
2100 block w master st,NA,NA
6700 block n 11th st,NA,NA
5800 block charles st,NA,NA
400 block n 55th st,NA,NA
1200 block n redfield st,NA,NA
1900 block elston st,NA,NA
100 block wdauphin st,NA,NA
2400 block nhollywood st,NA,NA
2600 block n31st st,NA,NA
200 block eallegheny ave,NA,JOHN B STETSON MIDDLE SCHOOL
700 block s58th st,NA,NA
1400 block vernon rd,NA,NA
5100 block arbor st,NA,NA
1000 block edgemore rd,NA,NA
2300 block ncleveland st,NA,NA
6000 block baltimore ave,NA,NA
3100 block n patton st,NA,NA
3400 block braddock st,NA,NA
1800 block w cayuga st,NA,NA
1800 block w ontario st,NA,NA
1800 block e madison st,NA,NA
1800 block dudley st,NA,NA
1800 block n taney st,NA,NA
1800 block s 68th st,NA,NA
19800 block ellsworth st,NA,NA
1900 block s 28th st,NA,NA
1900 block fontain st,NA,NA
1900 block n 10th st,NA,NA
1900 block n franklin st,NA,THE U SCHOOL
1900 block penfield st,NA,NA
2000 block n lambert st,NA,NA
2000 block medary ave,NA,NA
2000 block sigel st,NA,NA
1700 block n 28th st,NA,NA
1500 block s 26th st,NA,NA
1800 block tasker st,NA,NA
1800 block w atlantic st,NA,NA
1500 block n bouvier st,NA,NA
1500 block w oakdale st,NA,NA
1800 block farrington rd,NA,NA
1600 block n 21st st,NA,NA
1900 block w nedro ave,NA,NA
1700 block diamond st,NA,NA
1500 block n 11th st,NA,NA
1300 block n myrtlewood st,NA,NA
2400 block n 30th st,NA,NA
2400 block n myrtlewood st,NA,NA
2300 block n 29th st,NA,NA
2500 block n colorado st,NA,NA
2600 block n bouvier st,NA,NA
5600 block media st,NA,NA
3600 block n 11th st,NA,NA
4200 block n franklin st,NA,NA
1400 block adams ave,NA,NA
4200 block macalester st st,NA,NA
7100 block n20th st,NA,NA
500 block w luray st,NA,NA
1300 block w seltzer st,NA,NA
600 block n shedwick st,NA,NA
4700 block n 12th st,NA,NA
1700 block n 6th st,NA,NA
100 block w godfrey ave,NA,NA
1200 block sanger st,NA,NA
3000 block fontain st,NA,NA
1600 block latona st,NA,"CHILDS, GEORGE W. SCHOOL"
2000 block mckean st,NA,NA
2000 block w norris st,NA,NA
2000 block napfle av,NA,NA
200 block w mentor st,NA,NA
2100 block w york st,NA,NA
2100 block master st,NA,NA
2100 block tyson ave,NA,NA
2200 block bryn mawr ave,NA,NA
2200 block e washington ln,NA,NA
2200 block s 23rd st,NA,NA
1900 block watkins st,NA,NA
1900 block colonial st,NA,NA
1900 block s 70th st,NA,NA
1900 block e allegheny ave,NA,NA
100 block rosemar st,NA,NA
1900 block s croskey st,NA,NA
1900 block n 29th st,NA,NA
1600 block s 21st st,NA,NA
100 block roselyn st,NA,NA
2000 block n 56th st,NA,NA
2000 block glendale ave,NA,NA
1700 block w oxford st,NA,"MEADE, GEN. GEORGE G. SCHOOL"
2000 block w york st,NA,NA
900 block e ontario st,NA,NA
3200 block frankford ave,NA,NA
3100 block stouton st,NA,"CONWELL, RUSSELL MIDDLE SCHOOL"
3000 block cedar st,NA,NA
3900 block glendale st,NA,NA
3400 block keim st,NA,NA
4000 block n fairhill st,NA,NA
2000 block w cambria st,NA,NA
2400 block arlington st,NA,NA
2300 block s 12th st,NA,NA
2900 block gaul st,NA,NA
2700 block n 19th st,NA,NA
0 block e garfield st,NA,NA
6200 block ellsworth st,NA,NA
3500 block lancaster ave,NA,NA
1200 block greeby st,NA,NA
2500 block n bancroft st,NA,KIPP NORTH PHILADELPHIA CHARTER SCHOOL
2200 block cantrell st,NA,NA
5000 block westminster ave,NA,NA
6200 block bustleton ave,NA,NA
2200 block bridge st,NA,NA
2200 block s hemberger st,NA,NA
2200 block n 18th st,NA,NA
2300 block n 52nd st,NA,NA
200 block n hobart st,NA,NA
200 block w fisher ave,NA,NA
2400 block n bancroft st,NA,NA
2500 block n 28th st,NA,NA
2500 block a st,NA,NA
200 block fariston dr,NA,NA
2500 block n 15th st,NA,NA
200 block w wingohocking st,NA,NA
2600 block w somerset st,NA,NA
200 block w lippincott st,NA,NA
1800 block w rockland st,NA,NA
1800 block n 26th st,NA,NA
1800 block whuntingdon st,NA,NA
200 block n robinson st,NA,NA
1800 block wynnewood rd,NA,NA
1900 block w allegheny ave,NA,NA
1900 block w willard st,NA,NA
2200 block w oxford st,NA,NA
2200 block n 15th st,NA,NA
1900 block independence st,NA,NA
1100 block werie ave,NA,NA
3700 block n 5th st,NA,NA
4900 block rorer st,NA,NA
100 block e erie ave,NA,NA
4200 block n darien st,NA,NA
1100 block n bodine st,NA,NA
1000 block delaware ave,NA,NA
2400 block kensington ave,NA,NA
2700 block n sydenham st,NA,NA
4900 block n 19th st,NA,NA
0 block s 50th st,NA,NA
1700 block w oxford av,NA,"MEADE, GEN. GEORGE G. SCHOOL"
800 block n 16th st,NA,NA
3000 block s 74th st,NA,NA
3000 block n darien st,NA,NA
300 block w delphine st,NA,NA
6000 block n 2nd st,NA,NA
1400 block s 55th st,NA,NA
2100 block s 64th st,NA,NA
1800 block n 76th st,NA,NA
3000 block n bambrey st,NA,NA
300 block n60th st,NA,NA
3100 block w dauphin st,NA,STRAWBERRY MANSION HIGH SCHOOL
3100 block n 28th st,NA,NA
3100 block ncarlisle st,NA,NA
3200 block princeton ave,NA,NA
2600 block n hutchinson st,NA,NA
0 block s 54th st,NA,NA
2800 block s 64th st,NA,NA
2900 block n 26th st,NA,NA
2900 block s robinson st,NA,NA
6900 block e wister st,NA,NA
7400 block devon st,NA,NA
7600 block woodcrest ave,NA,NA
800 block w stella st,NA,NA
9200 block e roosevelt blvd,NA,NA
1300 block st lukes st,NA,NA
1300 block kater st,NA,NA
2000 block e orleans st,NA,NA
2900 block n bambrey st,NA,NA
2900 block hartville st,NA,NA
2900 block tremont st,NA,NA
3700 block pulaski st,NA,NA
2200 block s shields st,NA,NA
400 block w 65th ave,NA,NA
4800 block e roosevelt blvd,NA,NA
4900 block n lawrence st,NA,NA
5000 block rising sun ave,NA,NA
1400 block n 5th st,NA,LITTLE CITY MONTESSORI
100 block w huntingdon st,NA,NA
2200 block n 2nd st,NA,NA
1200 block w wingohocking st,NA,NA
600 block lindley ave,NA,NA
5900 block n lambert st,NA,NA
4600 block n 12th st,NA,NA
5100 block nhucthcinson st,NA,LINDLEY ACADEMY CHARTER @ BIRNEY
4800 block nbouvier st,NA,NA
6100 block n 11th st,NA,NA
1800 block conlyn st,NA,"PENNELL, JOSEPH ELEMENTARY"
2700 block n garnet st,NA,NA
2600 block w allegheny ave,NA,NA
1500 block blavis st,NA,NA
1800 block s ringgold st,NA,NA
1800 block ecornwall st,NA,NA
1800 block sulis st,NA,NA
2200 block glenview st,NA,NA
1200 block n 28th st,NA,NA
1500 block scleveland st,NA,NA
1500 block guilford pl,NA,NA
2100 block n 7th st,NA,NA
800 block s 57th st,NA,NA
0 block s robinson st,NA,NA
100 block e lippincott st,NA,NA
300 block n 52nd st,NA,NA
3300 block n hancock st,NA,NA
3300 block brandywine st,NA,NA
3300 block n 19th st,NA,NA
3400 block nphilip st,NA,NA
3400 block helen st,NA,NA
3500 block n 19th st,NA,NA
0 block s 61st st,NA,NA
3900 block folsom st,NA,NA
400 block w ruscomb st,NA,NA
400 block s 13th st,NA,NA
4500 block n 16th st,NA,NA
4600 block fernhill rd,NA,NA
1000 block s 51st st,NA,NA
5300 block priscilla st,NA,NA
5400 block euclid st,NA,NA
5500 block poplar st,NA,NA
5900 block tacony st,NA,NA
5900 block springfield st,NA,NA
6200 block limekiln pike,NA,NA
6600 block n 7th st,NA,NA
6700 block limekiln pike,NA,NA
6300 block crafton st,NA,NA
1100 block s 20th st,NA,NA
1400 block robbins ave,NA,NA
1400 block w hunting park ave,NA,NA
2800 block n garnet st,NA,NA
100 block manheim st,NA,NA
4600 block greene st,NA,NA
3200 block n newkirk st,NA,NA
2900 block w wishart st,NA,NA
2300 block w oxford st,NA,NA
6400 block tulip st,NA,NA
900 block n 68th st,NA,NA
4600 block n 4th st,NA,NA
5700 block n 16th st,NA,NA
4300 block n carlisle st,NA,NA
1900 block n 76th st,NA,NA
500 block moore st,NA,NA
1900 block georgian rd,NA,NA
5100 block brown st,NA,NA
5000 block ludlow st,NA,NA
5400 block summer st,NA,NA
1200 block w atlantic st,NA,NA
1200 block n 41st st,NA,NA
1500 block s 9th st,NA,NA
1700 block mohican st,NA,NA
4600 block strahle st,NA,NA
1800 block wilder st,NA,NA
1900 block page st,NA,NA
1000 block belmont ave,NA,NA
1000 block shackamaxon st,NA,NA
100 block e courtland st,NA,NA
1100 block passmore st,NA,NA
1200 block peters st,NA,NA
1200 block n 53rd st,NA,NA
1600 block s columbus blvd,NA,NA
1700 block 68th av,NA,NA
1800 block n 6th st,NA,NA
1900 block n 3rd st,NA,NA
1900 block n 3rd stt,NA,NA
2000 block e letterly st,NA,KENSINGTON HEALTH SCIENCES
200 block krams ave,NA,NA
2300 block n bouvier st,NA,NA
2300 block e harold st,NA,NA
2500 block benjamin franklin pkwy,NA,NA
2500 block w passyunk ave,NA,NA
2800 block sedgley ave,NA,NA
0 block w master st,NA,NA
3300 block n 20th st,NA,NA
3400 block rorer st,NA,NA
400 block manton st,NA,NA
4600 block n front st,NA,NA
300 block w seymour st,NA,NA
2100 block afton st,NA,NA
1800 block pratt st,NA,NA
6900 block hegerman st,NA,NA
4900 block castor ave,NA,NA
1300 block s ringgold st,NA,NA
1400 block s 19th st,NA,NA
600 block s 61st st,NA,NA
2500 block welsh rd,NA,NA
5500 block devon st,NA,NA
5300 block vine st,NA,NA
1500 block n 13th st,NA,NA
1800 block n 27th st,NA,NA
1900 block e venango st,NA,NA
300 block e loudon st,NA,NA
2900 block welsh rd,NA,NA
2500 block s wanamaker st,NA,NA
1300 block e airdrie st,NA,NA
4300 block n franklin st,NA,NA
1600 block w chew ave,NA,NA
1100 block s 51st st,NA,NA
1400 block widener pl,NA,NA
1300 block levick st,NA,NA
1700 block s 54th st,NA,NA
2200 block n lawrence st,NA,NA
1200 block w chew ave,NA,NA
3000 block n 16th st,NA,NA
1200 block ellsworth st,NA,NA
1200 block e pike st,NA,NA
1200 block magee av,NA,NA
1200 block s bonsall st,NA,NA
1300 block n 59th st,NA,NA
0 block e sharpnack st,NA,NA
1400 block s 17th st,NA,NA
1400 block n 76th st,NA,NA
1400 block cambridge st,NA,NA
1400 block n 17th st,NA,NA
1500 block rosalie st,NA,NA
1500 block longshore ave,NA,NA
1500 block tasker st,NA,NA
1500 block n felton st,NA,NA
400 block n preston st,NA,NA
4300 block milnor st,NA,NA
4500 block n smedley st,NA,NA
400 block parlin st,NA,NA
400 block robbins st,NA,"MATHEMATICS, SCIENCE AND TECHNOLOGY COMMUNITY CHARTER SCHOOL II"
4800 block fillmore terrace apt i-11,NA,NA
4800 block n leithgow st,NA,NA
5000 block ormes st,NA,NA
5200 block comly st,NA,NA
5200 block whitaker st,NA,NA
500 block s 12th st,NA,NA
500 block w hunting park ave,NA,"MC CLURE, ALEXANDER K. SCHOOL"
5600 block race st,NA,NA
6700 block essington ave,NA,NA
